Sentence,Global start,Global end
And now you can ingress the APFR.,12796.292940000001,12798.192240000002
"Like, you'll be retrieving the left to lower strut strap seven and eight.",12798.460620000002,12802.438870000002
Left lower right.,12856.135100000001,12856.854740000002
I showed it was on step five and six.,12856.854740000002,12858.794040000002
Correct.,12862.540440000002,12862.940220000002
I think it should be left below.,12862.940220000002,12864.259540000003
We were showing strat seven and eight.,12864.259540000003,12865.898740000002
Okay.,12865.898740000002,12866.398740000002
It's the left lower strip one.,12869.755340000002,12871.654640000002
It's in size three.,12874.552940000001,12876.052440000001
Okay.,12876.072170000001,12876.471980000002
Sounds great.,12876.471980000002,12877.251840000003
Okay.,12879.459690000002,12879.739560000002
Main dress.,12879.739560000002,12880.479440000003
Copy.,12882.858000000002,12883.358000000002
Ruben's conferring.,12888.953460000002,12889.893240000001
Ruben's confirming that she's in position ready for you to receive that lower strut from her position.,12890.752560000003,12895.340090000002
She'll be able to install it on the upper triangle.,12895.340090000002,12897.998990000002
"In the meantime, glover will take the lead for using the pistol grip tool to secure it.",12898.218660000002,12903.036500000002
I found it.,12906.484370000002,12907.004120000001
Okay.,12907.004120000001,12907.504120000001
Reuben's confirming her position.,12913.400120000002,12915.099520000002
"Again, glover will be the one to secure the lower strut to the mast canister itself using the pistol grip tool.",12915.599000000002,12924.274380000003
And Rubens will also use her pistol grip tool to secure it to the upper triangle.,12924.454040000002,12928.552240000003
Keep coming towards me exactly as you are.,12929.990260000002,12932.329340000002
Okay.,12932.469020000002,12932.788880000002
"I have control, but I'm not ready.",12932.788880000002,12934.568240000002
K.,12934.587980000002,12935.067720000003
Yeah.,12935.067720000003,12935.227660000002
Control.,12935.227660000002,12935.727660000002
"And k, you'll wanna run to the nearest handrail station on the left lower strike.",12936.675570000001,12941.373470000002
Copy.,12943.232300000001,12943.632110000002
Left lower strike.,12943.632110000002,12944.851740000002
And my nearest give me the nearest m twenty two bolt.,12945.190580000002,12947.909240000003
Affirmative.,12947.909240000003,12948.409240000003
Okay.,12952.386990000003,12952.886990000003
I am ready.,12954.505370000003,12955.225010000002
I have control.,12955.225010000002,12956.084840000001
I You can release your rep or send it to me and I can release it.,12956.104580000003,12959.462890000003
"Oh, it's right here.",12959.462890000003,12960.542360000001
I can release it.,12960.542360000001,12961.310670000003
Letting it first.,12961.470580000003,12962.410370000001
It's off.,12973.313200000002,12974.013090000002
It's the bag.,12974.472640000002,12975.152280000002
I got it.,12975.152280000002,12975.851940000002
I got control.,12975.851940000002,12976.591540000001
I got control.,12976.591540000001,12977.491360000002
"Alright, guys.",12983.407740000002,12983.967440000002
Nice job on that.,12983.967440000002,12984.767060000002
"So, Ike, you'll be translating to the SAB launch back it at the base of the mass canister.",12984.767060000002,12990.034390000003
Left side.,12990.034390000003,12990.774260000002
Nobody.,12994.991910000002,12995.491910000002
"And, Frank, I'll be inserting your l five here and driving m twenty two.",12997.819580000001,13003.336820000002
Correct?,13003.336820000002,13003.765640000001
"That's affirmative, Kate.",13009.003020000002,13010.122470000002
"Although, we will have Ike install his side first.",13010.122470000002,13012.841120000003
Right.,13012.841120000003,13013.150660000001
Yep.,13013.390540000002,13013.670410000002
Yep.,13013.670410000002,13014.170410000002
Copy.,13014.989740000003,13015.489740000003
"And guys, you're doing great.",13017.668400000002,13018.707880000002
Just wanna let you know about two hours in.,13018.707880000002,13020.906800000002
Our living consumable is battery for both.,13020.906800000002,13023.595040000002
"Approximately eight hours, and we're about fifteen minutes ahead on time line.",13023.595040000002,13026.953340000002
We Great news.,13026.953340000002,13039.893940000002
Both Reuben's and Glove are making their way through the timeline even faster than expected.,13039.893940000002,13045.511380000002
And the limiting consumable being battery.,13045.940640000003,13047.859680000001
"They got plenty of margin at the end of their spacewalk to get at least this modification kit fully installed and begin the work on the next modification kit, the brackets being installed on the other side of the p six truss.",13047.859680000001,13064.151400000002
Glover getting into position to install the lower strut to the mass canister.,13066.339780000002,13070.597900000002
I'll have to install his side first before Rubens begins work on her side holding on to the upper triangle.,13070.937470000003,13079.632510000001
Okay.,13082.810120000002,13083.169920000002
I think I'm in a good position.,13083.169920000002,13084.709410000001
So give me a second to get tomorrow.,13085.648680000002,13087.747890000002
No problem.,13088.007510000001,13088.487270000001
I'm keeping those straight away from you.,13088.487270000001,13090.126460000001
I see they set it.,13090.126460000001,13091.165680000002
"And, Kate, also, can you verify that the l five Johnny pit pin is released from the star star location?",13091.845340000002,13099.022000000003
"Oh, sorry.",13100.930170000001,13101.529880000002
It is.,13101.529880000002,13102.229770000002
Yep.,13107.645420000003,13107.885280000002
So you can -- Okay.,13107.885280000002,13108.964740000001
-- pull that PIN out.,13108.964740000001,13109.924290000003
K.,13109.924290000003,13110.424290000003
"Like, you're ready.",13118.818340000002,13119.497940000001
I'm ready for the bottom.,13119.497940000001,13120.717640000003
Okay.,13120.857240000001,13121.257140000002
Coming back here.,13121.257140000002,13122.225680000001
Thanks for that.,13122.265640000001,13123.205440000002
One moment.,13124.704440000001,13125.524240000002
Alright.,13127.383090000001,13127.622940000001
I got it.,13127.622940000001,13128.302640000002
Okay.,13128.302640000002,13128.802640000002
Got control.,13133.948340000003,13134.728180000002
I haven't read it.,13134.907840000002,13135.707440000002
"So Just keep control, please.",13135.707440000002,13137.346640000002
Let me look at the guidance.,13137.346640000002,13138.566240000002
So and you pitch it towards the mass canister?,13138.586040000002,13141.534700000002
That's all perfect.,13142.074140000002,13142.993680000001
Hold that.,13142.993680000001,13143.733540000001
Helmet came from Victor Glover installing that lower strut onto the mass canister.,13163.629340000001,13168.087370000001
Okay.,13172.213840000002,13172.493680000001
Trying to get in and started with two turns.,13172.493680000001,13174.512910000001
Okay.,13175.870540000002,13176.190340000003
Great job.,13176.190340000003,13176.710140000003
So you'll be using your short PGT.,13176.710140000003,13178.609400000001
Settings will be alpha one clockwise one.,13179.228840000002,13182.007740000003
And I guess we just got this moment on.,13200.400440000001,13202.739520200003
I still haven't had a minute maintaining those control.,13202.919180200002,13205.538120400002
Yeah.,13205.837720500002,13206.077600000002
Do do you stay that way until I've been with this local?,13206.077600000002,13208.916181000002
Okay.,13208.916181000002,13209.325640000003
Glover has two turns on the lower strut.,13221.079080000001,13223.317960000002
"He's going to bolt it a little bit more into place, giving it about four more turns with the pistol grip tool, the space drill, before Kate Rubens maneuvers her end to see secure it to the upper triangle.",13223.317960000002,13237.549760000002
"She'll be able to use her pistol grip tool, secure hers in place, and then Both of them will take turns securing the that strut into place.",13238.409080000001,13249.183020000002
Okay.,13256.727700000001,13257.047538000003
Pretty cool with those settings.,13257.047538000003,13258.195640000002
Alpha one clockwise one.,13259.594940000003,13261.734120000003
And you'll be driving Mike twenty one four turns only.,13262.633422000003,13266.091940000002
We have a handover in about one minute.,13266.231620000002,13268.000640000002
And I got a total of four turns.,13273.797744000001,13275.635420000002
"So if you already had two turns, it's two additional turns.",13275.635420000002,13278.474000000002
K.,13278.474000000002,13278.974000000002
It's helpful.,13281.072700000002,13281.652660000002
One Line one?,13281.672400000001,13286.828940000001
Good original series.,13287.568320000002,13288.827940000003
Good original.,13289.567320000002,13290.227240000002
Additional turns.,13304.767920000002,13305.787665000002
Okay.,13307.645380000002,13308.125140000002
"And, again, we have a hand over here in about twenty seconds.",13308.125140000002,13311.243580000002
